text,labels,Average_Word_Length,Lexical_Diversity,Capital_Letters_Count,Hashtag_Frequency,Mention_Frequency,count_emojis,special_chars_count,Stop_Word_Frequency,Noun_Count,Verb_Count,Participle_Count,Interjection_Count,Pronoun_Count,Preposition_Count,Adverb_Count,Conjunction_Count,Readability_Score,URL_Frequency
"We cannot as a city or a country stand proudly and say that we welcome refugees whilst at the same time refusing to act humanely or indeed act at all, in situations such as these.",0,4.142857142857143,0.8571428571428571,1,0,0,0,2,17,6,4,1,0,0,0,3,0,61.33,0
When you realize tomorrow is Monday,0,5.0,1.0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,48.47,0
"Essential reading for those in Scribner, Nebraska who are considering an anti-immigrant ballot measure.",0,6.428571428571429,1.0,3,0,0,0,3,6,4,1,1,0,0,1,0,0,14.97,0
"...or some other name, or used a term like CUNT or WHORE if it is obviously not",0,3.7058823529411766,0.9411764705882353,9,0,0,0,4,9,4,0,0,0,0,1,1,0,88.06,0
"Total lie. CONG is the main culprit for influx of illegal migrants both Bangladeshis&amp; Rhongyias. If they deported few, millions came during their tenures&amp; they encouraged Muslim illegal migrants&amp;shooed away Hindu migrants",1,6.3125,0.90625,10,0,0,0,9,10,9,7,3,0,0,0,0,0,55.24,0
#Immigration #IllegalAliens #BorderSecurity #BorderPatrol #MigrantsHow noble of #JohnLegend to stand up against the evil #Republicans...,1,8.133333333333333,1.0,12,7,0,0,10,5,7,2,0,0,0,0,0,0,-2.98,0
You are a hysterical moron.,0,4.6,1.0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,49.48,0
Why Would You Do This To My Young Fairly Innocent Heart You Fucking Hoe Bitch.,1,4.266666666666667,0.9333333333333333,15,0,0,0,1,7,3,1,1,0,0,0,1,0,81.63,0
Illegal Alien Charged With Molesting Child In North Carolina #BuildTheWall #NoDACA #NoAmnesty How many Children have to have their lives destroyed?Is there an acceptable criteria you are willing to accept?#ChildRape#DeathPenalty,1,6.633333333333334,0.9333333333333333,26,5,0,0,7,12,7,4,3,0,0,0,1,0,47.79,0
"So called ""refugees"" in Europe. via",0,5.0,1.0,2,0,0,0,3,2,1,2,1,0,0,1,0,0,99.23,0
Is #Spain facing a new wave of xenophobia over migrants?,0,4.7,1.0,2,1,0,0,2,4,4,1,1,0,0,0,0,0,78.25,0
Utter lunacy. These migrant people have zero entitlement or use in Europe.,1,5.25,1.0,3,0,0,0,2,4,4,0,0,0,0,1,0,0,42.38,0
Ruth Davidson more interested in her lovers immigration right that doing anything useful for the poor of Scotland except suggestive photo,1,5.571428571428571,1.0,3,0,0,0,0,8,7,0,0,0,0,1,1,0,41.7,0
"i'd get on yo ass just like some britches, my girl ah woop yo ho she throw dem bitches",1,3.5789473684210527,0.9473684210526315,0,0,0,0,2,5,8,2,0,0,0,1,0,0,94.49,0
Damning UN report reveals state of global refugee crisis in 2017,0,4.909090909090909,1.0,3,0,0,0,0,2,5,1,1,0,0,0,0,0,68.77,0
You mean #IllegalAliens right??,0,7.0,1.0,3,1,0,0,3,1,2,0,0,0,0,0,1,0,75.88,0
Angry Italian officials refuse to let this Italian commercial ship disembark 66 refugees &amp; migrants because they think it should have let Libyan coastguards intercept them and return them to inhumane detention centers instead,1,5.764705882352941,0.8823529411764706,4,0,0,0,2,11,8,5,0,0,0,0,1,0,36.97,0
"Cry baby Hollywood Dems Anti-Trump celebs too poor to run as a Mayor to show everyone they can be better politicians than him. Comments? no no no no new war under Trump, Europe is still handling the refugees from Obama's wars. Hi Ohio! weekend feels",0,4.555555555555555,0.9111111111111111,12,0,0,0,7,17,14,5,1,0,0,1,2,0,74.02,0
I really be feeling like a whole new ass bitch with my hair straight,0,3.9285714285714284,1.0,1,0,0,0,0,5,3,2,1,0,0,1,1,0,91.11,0
FYI I AM A former LEGAL A.L.I.E.N !!!! Now I am a citizen! As an immigrant I strongly oppose #IllegalAliens and #illegalImmigration Its wrong and unfair to all the #LegalAliens !,0,4.774193548387097,0.9032258064516129,27,3,0,0,13,16,5,0,0,0,0,0,1,0,61.63,0
Utrecht's cycling lessons for migrants: 'Riding a bike makes me feel more Dutch',0,5.230769230769231,1.0,3,0,0,0,4,4,5,1,0,0,0,1,0,0,92.12,0
Spain#Soros army Open Arms' authorized to deposit another 87 men without health or identity check in Algeciras #OrganizedCrime,0,6.055555555555555,1.0,7,2,0,0,3,3,9,2,1,0,0,1,1,0,36.28,0
I always use Japan or Poland as an example of nationalism done right. Very little immigration to those countries and zero terrorism taking place there.,0,5.08,1.0,4,0,0,0,2,9,7,2,1,0,0,0,3,0,58.79,0
"Every refugee deserves:protectionsheltera chance to start overunderwearThanks to &amp; #PUMABodywear, refugee women and girls will be covered when it comes to the last item:",0,6.25,0.875,7,1,0,0,6,9,7,4,1,0,0,0,0,0,55.58,0
#ShitPussiesSay,0,15.0,1.0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,-47.99,0
U.S.Sheriffs Fed Up as 25 Americans are Killed Each Day by Illegal Aliens #BuildTheWall #KeepAmericansSafe #DeportThemAll,1,6.625,1.0,20,3,0,0,5,5,4,3,1,0,0,0,1,0,38.32,0
I'd never call a woman a whore because I am grateful for women that enjoy fuccin,0,4.0625,0.9375,2,0,0,0,1,7,3,1,0,0,0,0,2,0,72.16,0
stupid slag,0,5.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120.21,0
can you like choke me once and for all??,0,3.5555555555555554,1.0,0,0,0,0,2,6,1,0,0,0,0,1,0,0,113.1,0
bitch is a whore and blamed me and really thinks i'm gonna accept this shit haha patience is a virtue you gon get your blessing.,0,4.16,0.88,0,0,0,0,2,10,6,4,2,0,0,0,1,0,79.94,0
Please visit today to honor the thousands of victims killed by illegal aliens!We are building a memorial wall.#RETWEETHelp #BuildThatWall in their memory!Follow &,1,6.086956521739131,1.0,14,2,0,0,6,8,8,5,2,0,0,0,0,0,47.15,0
"Global refugee numbers reach record high, U.S. and #Canada take in record numbers #UnitedStates...",0,6.071428571428571,0.8571428571428571,6,2,0,0,8,2,7,2,0,0,0,0,0,0,81.29,0
How many women commited Jouhar to avoid rape and captivity? Those who don't learn from history are condemned to repeat it..,0,4.904761904761905,0.9523809523809523,3,0,0,0,4,9,5,3,2,0,0,0,0,0,69.28,0
. is a bitch who wants a Halloween care pack because this skank doesnt appreciate me,1,4.3125,0.9375,1,0,0,0,1,7,6,1,0,0,0,0,0,0,73.17,0
My kids ? ugly ? Bitch you look like the rape sloth !,1,3.1538461538461537,0.9230769230769231,2,0,0,0,3,3,3,2,0,0,0,1,1,0,103.63,0
"Parts are already being built and Oct 1 is coming, budgets will be made and #BuildthatWall will move at a LOT faster pace. :) #MAGA",1,4.28,0.92,11,2,0,0,6,10,6,3,1,0,0,0,2,0,72.5,0
ty for the charizard pimp i mean really thank you sadly i was too late for the marshadow haha i mean really man ty :),0,3.72,0.72,0,0,0,0,2,10,5,2,0,0,0,0,4,0,72.5,0
Welcome All LEGAL Immigrants that did it the Right Way to America ! Thank You for your hard work and I hope you are truly blessed in our greaty country U.S.A ! #Trump #MA,0,4.029411764705882,0.9705882352941176,20,2,0,0,6,15,6,1,1,0,0,1,1,0,80.62,0
You mad you a easy hoe a nigga can say some nice and you in love bitch,1,3.176470588235294,0.8823529411764706,1,0,0,0,0,9,4,1,0,0,0,0,0,0,96.52,0
IM bout sick and tired of you CRACKASSCRAKAZ fucking everything up yall really mentally incapable of comprehending reality you fucked up the world then blame the ones FORCED to helpyou get in that position ima proud immigrant and yall some victim playing victimizing WHOORES,0,5.25,0.8636363636363636,29,0,0,0,0,15,14,8,7,0,0,0,2,0,26.82,0
"We're halfway to our fundraising goal! Thank you to all our fundraisers and donors. Remember that your donations help refugees rebuild their lives, here in America. Make your impact today #30kin30days #wewelcomerefugees",0,5.875,0.90625,5,2,0,0,7,13,10,5,1,0,0,0,1,0,71.82,0
Bri: you put in the hole- Me: *starts laughing like a child* Bri: *starts laughing* whoops,0,4.6875,0.875,3,0,0,0,8,4,5,4,2,0,0,1,0,0,97.54,0
My bitch of a sister really be tripping over $12 dumb ass hoe. Got me fucked up,1,3.7058823529411766,1.0,2,0,0,0,2,7,4,2,1,0,0,0,1,0,96.69,0
Dan my #vote was #changed 2x in #delawarehanded wrong card then pollster pulls lever in dem machine?One #GOP ONE FOR #DEMSIT#STINKSIN#DELAWARE#COONS#CARNEY#CROOKED #BIDEN PALS #WANTsanctuary here #noDaca too many #illegals voting today how many in #delaware?,1,6.4,0.9142857142857143,65,15,0,0,17,10,13,6,4,0,0,0,2,0,53.71,0
Reason #12746 why men can be garbage human beings (but #notallmen but *slap* #stfu with that not all men crap) #ThursdayThoughts #ThursdayMusing,0,5.590909090909091,0.9545454545454546,5,5,0,0,9,8,6,3,1,0,0,0,0,0,66.07,0
All this does is condemn leftists attempts to scam the refugee program. It supports Stephen Millers positions. #BuildTheWall #nodaca #StephenMiller,1,6.4,1.0,9,3,0,0,5,7,7,3,0,0,0,0,1,0,73.13,0
"Democratic Party has moved so far to the left, icons such as JFK & Martin Luther King would be considered too conservative for these zealots. Do they understand what they are doing to this country?See ISSUES#POTUS #MAGA #KAG #WalkAway #NoDACA #Trump #VoteRed #BuildTheWall",1,5.348837209302325,0.9534883720930233,41,8,0,0,12,18,11,8,3,0,0,0,2,0,65.73,0
"""They should have beaten the """"teen"""" (probably a bearded rapefugee) within an inch of his life. Castrate and deport.""",1,5.2631578947368425,1.0,2,0,0,0,10,8,5,1,1,0,0,1,1,0,78.75,0
"Pope and World Council of Churches to hold conference on xenophobia, migration, and populism via Globalist dreamers want to push for one borderless world run by them.",0,5.185185185185185,0.9259259259259259,5,0,0,0,3,8,13,2,0,0,0,1,0,0,52.53,0
"Sweden has a message to the refugees: Don't come to Sweden, we only prov... via IS THE SLUT WHO SOLD HERSELF TO FILTHY ISLAM",1,4.208333333333333,0.9583333333333334,39,0,0,0,6,13,5,2,0,0,0,1,0,0,84.68,0
You can't go to bed with a whore and complain about getting VD. This is Jose. This is us now.,1,3.7,0.9,6,0,0,0,4,10,1,4,2,0,1,0,1,0,106.97,0
I just had the biggest heart to heart with someone Ive known since 7th grade and weve only ever made fun of each other. Was weird but that was a nice hug dude. Love you phelix. Always knew you thought of me as something more than a dirty immigrant :),0,4.02,0.92,5,0,0,0,5,23,11,4,0,0,0,1,2,0,92.83,0
i promise i don't miss you bitch shut ur whore mouth tysm,1,3.8333333333333335,0.9166666666666666,0,0,0,0,1,4,7,0,0,0,0,0,0,0,101.6,0
has got to go. Her time is up. We need people in touch with #reality that back and are not looking to destroy our great country.#MAGA #Trump #DrainTheSwamp #DrainTheDeepState #Trump2020 #BuildThatWall,1,5.483870967741935,0.967741935483871,18,7,0,0,10,13,10,2,1,0,0,0,1,0,80.48,0
"HOW REFRESHING! In South Korea, there is no such thing as 'political correctness"" when it comes to dealing with Muslim refugee wannabes via",1,5.086956521739131,1.0,17,0,0,0,4,11,4,3,2,0,0,1,0,0,65.05,0
How incompetent was Obama doesnt know were wall goes on the border not around. #BuildThatWall #BuildTheWall #obamalegacy #obamalibrary,1,6.5,1.0,8,4,0,0,5,6,6,2,0,0,0,1,0,0,45.42,0
Hundreds of Syrian refugees return home from Lebanon,0,5.625,1.0,3,0,0,0,0,2,4,1,0,0,0,0,0,0,71.82,0
Yall gone stop gasing these hoes up .idgaf if yo ass fat . Bitch you black Asf and disgusting.,1,4.0,1.0,3,0,0,0,3,5,5,3,1,0,0,0,1,0,99.23,0
Pay to play is still in the (D)socialist 3rd world dumbsh*t partys dna. Somebody in the senate and congress are working it. Keep your eyes peeled! Promises IF they become majority. $ just waiting to pour into the newest foundation!,1,4.8,0.9,7,0,0,0,9,15,11,5,2,0,0,0,1,0,72.02,0
"Just do not get the Episcopalian Church row as the Cofs are collecting food, clothes and Money for Islamic refugees DOH",1,4.714285714285714,0.9523809523809523,9,0,0,0,1,9,7,3,1,0,0,0,0,0,75.54,0
#FactCheck changing the words doesNot Change TheTruth #Schiffy #GitmoCallingObamaAndCompany #DemocratsHateAmerica #BuildTheWall #DeportThemAll #StopTheInvasion #EndSanctuaryCities #RedWaveRising2018 #VerbalJudo will no longer work against #TheAmericanPeople #WalkAwayFromDemocrats,1,11.217391304347826,1.0,39,12,0,0,12,4,12,3,2,0,0,0,1,0,-36.48,0
#MyBad #StopTheInvasion #GreenCardsForDACA #NewChainMigration No-Lottery #IllegalSentHome get in Line #BuildTheWall,1,10.6,1.0,24,6,0,0,7,1,6,0,0,0,0,0,0,0,-23.28,0
"Border Patrol rescues 15 undocumented immigrant and recovers one deceased in the Rio Grande Valley On Wednesday, agents responded to three separate calls from the Brooks County Sheriffs Office (BCSO) regarding groups of subjects who were abandoned",0,5.702702702702703,0.972972972972973,15,0,0,0,3,10,14,6,4,0,0,0,0,0,25.46,0
MUMMY... NO bitch youll call me DADDY as you choke on my big dick! Youll call me DADDY when I bend you over and strech that cunt wide & split you in two! DADDY knows best.,1,3.7777777777777777,0.8333333333333334,24,0,0,0,7,15,13,1,0,0,0,0,0,0,101.9,0
No one gives less fucks than a man walking around with a wedding ring on.... He's already given up on life,0,4.095238095238095,0.9523809523809523,2,0,0,0,5,7,2,5,3,0,0,0,1,0,94.66,0
"Collins is a stupid cunt: Trump Is Hurting 'Vulnerable' Americans, His Acts 'Destabilize the Insurance Market'",0,5.9375,1.0,11,0,0,0,6,5,6,2,1,0,0,0,0,0,46.78,0
niggas be in they 20s dating bitches that aint even old enough to drive talm bout why are women so complicated? bitch you dating a toddler stfu.,1,4.37037037037037,0.9629629629629629,0,0,0,0,2,10,6,3,3,0,0,1,4,0,83.15,0
"speaks with , spokesperson , about #Kenyas refugee campsone of which is the largest in the world. #WithRefugees #WorldRefugeeDay",0,5.7894736842105265,0.8947368421052632,6,3,0,0,6,8,5,2,1,0,0,0,0,0,79.6,0
Antonio Sabato JR: I'm An Immigrant &amp; I Support Trump's Wall via,0,4.75,1.0,11,0,0,0,5,2,7,0,0,0,0,1,0,0,67.76,0
BITCH THATS LITERALLY SO FUCKING ANNOYING,0,6.0,1.0,36,0,0,0,0,1,2,2,2,0,0,0,1,0,31.55,0
Why do you brake a lot bitch it's called putting gears in hoe,1,3.769230769230769,1.0,1,0,0,0,1,6,5,2,2,0,0,0,0,0,109.04,0
From A -list stars to budding actresses: The women who accuse Harvey Weinstein of rape and ... via,0,4.5,1.0,5,0,0,0,5,7,5,2,1,0,0,1,0,0,62.68,0
"Alyssa Milano, a brainless whore l, isn't empower women in any way. Women in science mathematics engineering and medicine are actually .",1,5.2272727272727275,0.9545454545454546,3,0,0,0,5,7,10,1,0,0,0,1,1,0,43.9,0
"Uhhhhhh, thats stupid LITTLE bitch, maam",1,5.833333333333333,1.0,7,0,0,0,2,0,3,0,0,0,0,0,0,0,48.47,0
Reformed this what does it mean by reforming to bring red carpet for illegal immigrant to walk across the border,0,4.65,0.95,1,0,0,0,0,9,5,2,2,0,0,1,0,0,59.64,0
Don't know why you love da whore her pussy like open doors,1,3.9166666666666665,1.0,1,0,0,0,1,4,3,2,0,0,0,2,0,0,110.06,0
"Talking about 'in the bible, a woman is a man's property.' Therefore as a senseless misogynist, rape in married women cannot happen.",0,5.045454545454546,0.9090909090909091,2,0,0,0,7,8,6,3,2,0,0,0,1,0,68.77,0
StopImmigration,1,15.0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-132.59,0
Danger Treasonous individuals paid for by Soros and globalist #LockHerUp #BuildTheWall #BoycottNike #BoycottNFL #EndDACA now !!!!!,1,7.1875,1.0,20,5,0,0,10,4,7,2,0,0,0,0,0,0,22.41,0
Katie can you remove URSELF from the group text no bitch you do it I don't even read that bullshit anyways #FOHHOE,1,4.2272727272727275,0.9545454545454546,14,1,0,0,2,11,5,3,0,0,1,0,1,0,82.99,0
When your life's lit as FUCK,0,3.8333333333333335,1.0,5,0,0,0,1,3,2,1,0,0,0,0,0,0,116.15,0
What You Need to Know About US Immigrant Family Separation Policies and Practices,0,5.3076923076923075,1.0,12,0,0,0,0,5,5,1,0,0,1,0,0,0,49.82,0
MAINSTREAM MEDIA finally reporting the good immigration news that until now was only being reported in alternative media via,0,5.578947368421052,1.0,15,0,0,0,0,8,4,2,2,0,0,1,1,0,26.81,0
"For the viewers who are unable to read a bio, this account is for pure entertainment. Its a joke, like woman's rights. #YesAllMen",1,4.6521739130434785,0.9565217391304348,5,1,0,0,6,11,8,0,0,0,0,1,0,0,85.18,0
Italy's new interior minister tells migrants 'Pack your bags!' as he orders mass deportation - Free Speech Time -,1,5.0,0.9473684210526315,5,0,0,0,6,3,7,1,0,0,0,0,0,0,62.85,0
People that know I'm blacked out drunk and still continue to text me are the real MVP,0,4.0588235294117645,1.0,5,0,0,0,1,7,3,3,1,0,0,0,1,0,88.06,0
"MELISSA, YOURE HYSTERICAL. I AM GIVING YOU A HAPPY DANCE FOR TODAY",0,4.583333333333333,1.0,53,0,0,0,2,5,3,1,1,0,0,0,0,0,65.39,0
US to require would-be immigrants to turn over social media handles -,0,4.833333333333333,0.9166666666666666,2,0,0,0,2,3,3,2,0,0,1,0,0,0,68.77,0
Yet calling President Trump and Republicans nazi's is fine! #IllegalAliens,0,6.5,1.0,6,1,0,0,3,2,3,2,1,0,0,0,1,0,44.41,0
"From and : As crime rises in rural areas, the threat of ICE keeps immigrant communities from reporting it. #policingtheusa For more on police and policing nationwide, visit",0,5.178571428571429,0.9642857142857143,6,1,0,0,5,11,8,3,2,0,0,0,0,0,57.77,0
"People don't scare me, my inability to be scared by people sometimes does tho",0,4.571428571428571,1.0,1,0,0,0,2,6,3,3,1,0,0,0,1,0,74.19,0
"Border Patrol agents encounter 95 illegal immigrants desert near Lukeville, AZ",0,6.181818181818182,1.0,5,0,0,0,1,0,6,2,0,0,0,1,0,0,60.31,0
"Corey Booker has demonstrated to the world what a grandstanding dramma mamma he is. He lied about documents that were available to him and the contents. His ""Spartacus"" moment was more like a hysterical woman with PMS! LOL! What a douche!+ LIAR!",0,4.857142857142857,0.9047619047619048,16,0,0,0,9,21,12,4,3,0,0,1,0,0,77.74,0
Fuck that money whore Too stupid to know consensual touching or grabbing is not assault. Only is dumber,1,4.777777777777778,0.9444444444444444,3,0,0,0,1,8,4,3,2,0,0,0,0,0,70.8,0
"YOU ALWAYS HAVE MY DICK. ONCE YOU START USING MINE AND YOU WILL NEVER FEEL YOU PUSSY IS EMPTY AND ONCE YOUR PUSSY STARTS TASTING MY DICK IT WILL NOT ACCEPT OTHER DICK, IT WILL DIE TO HAVE MINE ALL THE TIME. FUCK U BABY",1,3.8666666666666667,0.7333333333333333,171,0,0,0,3,24,8,4,2,0,0,0,2,0,90.09,0
I hope you are not offering them a choice. To hell with the #Tories #SendThemHome,0,4.466666666666667,1.0,6,2,0,0,3,9,4,2,0,0,0,0,0,0,97.7,0
It's so annoying how people believe that the husband can rape the wife. She doesnt want sex at that time you should understand not force her,0,4.423076923076923,0.9230769230769231,2,0,0,0,2,14,8,3,1,0,0,0,0,0,83.66,0
First Booker is caught in a lie; now Kamala. Don't they have any legit arguments against #POTUS #Trump & #GOP ? Must everything be a deception?#Liars #MAGA #KAG #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder,1,6.324324324324325,0.972972972972973,51,15,0,0,21,11,9,4,1,0,0,0,3,0,37.16,0
Well that's a personal problem and obv not all men do it. Women abuse power as well. Not a defense.. just a fact.,1,3.9565217391304346,0.9130434782608695,3,0,0,0,6,10,7,1,0,0,0,1,1,0,90.97,0
Protect U.S Citizens Enforce U.S Laws Illegals are Not above U.S Laws #NoAmnesty No #DACA #SendThemBack #Trump #MAGA,1,5.5,0.8333333333333334,28,5,0,0,8,4,9,1,0,0,0,0,0,0,73.85,0
"Brigitte Huss, and anyone in #Germany, and who has worked with Syrian refugees, can you help Khaled find good housing for his parents? They need affordable, clean and healthy apartment.Vielen dank!Carol",0,5.548387096774194,0.9354838709677419,8,1,0,0,8,12,9,5,3,0,0,0,0,0,81.12,0
"TRUMP: Pentagon Will Build Wall: Thank you President Trump! We Want the Wall in San Diego, CA! #BuildTheWall #BuildThatWall #KatesWall #katesteinle #mollietibbits",1,6.409090909090909,1.0,27,5,0,0,10,5,10,4,0,0,0,0,0,0,72.53,0
New blog (previously Man of the Month),0,4.571428571428571,1.0,3,0,0,0,2,2,3,0,0,0,0,0,1,0,81.29,0
Have u seen plight of Delhi under AAP misrule. Encroachments by illegal migrants all over side lanes.Urge u to check Nizammuddin Round about towards IHC. Illegal migrants squatting all over till HUDCO on both sides. Filth all around.Buses,1,5.2894736842105265,0.868421052631579,20,0,0,0,5,13,13,4,1,0,0,1,0,0,72.22,0
You toxic skank Becky!,0,4.75,1.0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,92.8,0
Your orange colored scumpig cunt whore god will soon go into history as the worst potus. His brainwas,0,4.666666666666667,1.0,2,0,0,0,1,6,7,2,1,0,0,0,2,0,70.13,0
"Woah I heard ""someone"" was disappointed about the bts puma shoes.. ok but bitch wut?",0,4.666666666666667,1.0,2,0,0,0,5,5,6,1,1,0,0,0,2,0,89.24,0
"Great job, deport them all on out of our nation, they are not as-simulating to USA either way, #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike",1,5.739130434782608,1.0,21,5,0,0,9,10,6,1,0,0,0,2,0,0,48.13,0
"I'd curse the person who called them a slut, call them a cunt and tell them to leave them alone.",0,3.85,0.8,1,0,0,0,3,10,6,2,1,0,0,0,1,0,93.48,0
So no the US immigration system is not generous at all. And there is nothing noble or easy for those who come here the right way oh and fuck you because asylum IS legal immigration!,1,4.2,0.9428571428571428,6,0,0,0,2,19,5,1,0,0,1,1,0,0,70.63,0
You people are hysterical. Dow up 26% since election!,0,5.0,1.0,2,0,0,0,3,3,3,0,0,0,0,1,0,0,66.91,0
"#EU migration policy has killed over 1,500 refugees at sea so far this year",0,4.428571428571429,1.0,2,1,0,0,2,5,5,1,1,0,0,0,1,0,82.65,0
Police officer and her family infected with highly contagious skin disease at Spanish migrant shelter,0,5.8,1.0,2,0,0,0,0,4,7,1,1,0,0,0,1,0,30.87,0
You aint shit bitch shut your whore mouth,1,4.25,1.0,1,0,0,0,0,2,5,1,0,0,0,0,0,0,114.12,0
", author of UNDOCUMENTED FEARS sounds off on Lou Barletta, #Trump, and #immigrantcrackdown in",0,5.714285714285714,1.0,20,2,0,0,5,5,5,1,0,0,0,0,0,0,41.36,0
Aw I owe you a mustache ride!,0,3.2857142857142856,1.0,2,0,0,0,1,3,3,1,0,0,0,0,0,0,106.67,0
"And what AAP have done.Surpassed CONG in appeasement.Pushed Delhi to large slum.iIllegal muslim migrants seen all over.Go&amp;check NZM,Jamia",1,6.888888888888889,1.0,17,0,0,0,7,6,5,3,0,0,0,0,1,0,49.99,0
Join the Patriots & order a laser engraved brick to help #BuildThatWall today @,1,4.714285714285714,1.0,5,1,0,0,3,3,7,2,1,0,0,0,0,0,67.76,0
"A stuck up bitch, a whore and a lesbian. I swear no one has had as fucked up a love life as me. #shaymitchell",0,3.5833333333333335,0.8333333333333334,2,1,0,0,4,13,4,2,1,0,0,1,0,0,110.06,0
My sister it's #NoBraDay to raise cancer awareness not for you to hoe,0,4.384615384615385,0.9230769230769231,4,1,0,0,2,7,5,0,0,0,0,0,0,0,75.2,0
NAMES BITCH AND ILL END THAT CUNT,1,3.857142857142857,1.0,27,0,0,0,0,2,3,1,0,0,0,0,0,0,115.13,0
"I have to admit, Animojis are hysterical to use. I keep my girlfriend laughing all day when she is at work. She wants an #iPhoneX ASAP.",0,4.230769230769231,0.9230769230769231,10,1,0,0,5,14,6,3,1,0,0,0,1,0,79.56,0
Hundreds of immigrant children are still separated from their parents but the Trump admin thinks that sounds like a personal problem: They filed a court doc Thursday arguing that ACLU attorneys should be the ones to try find the missing parents that were deported w/o their kids,0,4.9361702127659575,0.851063829787234,8,0,0,0,2,19,13,7,4,0,0,1,1,0,40.69,0
Astonishing moment dozens of #illegal #migrants land on packed Spanish beach via invasion of #Europe continues 24/7#freeloaders #Africans #islam,0,6.631578947368421,0.9473684210526315,4,6,0,0,7,3,8,5,2,0,0,1,0,0,35.27,0
bitch till when tomorrow. you thought hoe,1,5.0,1.0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,93.3,0
If you don't like the song bitch keep it moving hoe. You can't sing you can't do shit but suck dick bitch stfu you dumb white trash ass bitch,1,3.896551724137931,0.8275862068965517,2,0,0,0,4,10,9,3,2,0,0,1,0,0,107.52,0
"26 female immigrant and refugee students, speaking five different languages, are enrolled in this coding studies program #GirlsInTech",0,6.444444444444445,1.0,3,1,0,0,3,4,6,3,3,0,0,0,0,0,44.75,0
#BuildThatWall Thank you for what you have accomplished!,1,6.125,0.875,4,1,0,0,2,5,2,1,1,0,0,0,0,0,80.28,0
"ABOVEGROUND THE MESSAGE IS CLEAR. This truck parked near the Arbys at Northtowne &amp; Morse Rd. about 1/4 mile from a Somali mosque. This is an immigrant, migrant and refugee (New American) community on the Northside of #ColumbusOHIO",0,5.184210526315789,0.9473684210526315,43,1,0,0,10,15,12,2,1,0,0,1,1,0,70.29,0
lulu:why soraka got her shoes on in the pool soraka:those are my hooves you bitch,1,4.466666666666667,1.0,0,0,0,0,2,7,3,3,0,0,0,0,0,0,81.63,0
"Every refugee deserves: protection_x008f_ shelter_x009d_ a chance to start overand... underwearThanks to &amp; #PUMAbodywear, for playing their part with a 1 for 1 campaign",0,6.208333333333333,0.8333333333333334,6,1,0,0,12,8,6,4,1,0,0,0,0,0,67.76,0
"Fuck you! Why dont you stand up and defend America? You worthless POS? Obviously youve never served in the military cause you are a pussy, but more pointedly if you had you understand that Service Members fight for the rights of all Americans",0,4.651162790697675,0.9069767441860465,11,0,0,0,4,21,10,4,1,0,0,0,4,0,73.88,0
Jumping from guy to guy isn't funny or cute. It's mean. Men are human beings not pieces of meat and we deserve respect #WomenSuck,1,4.416666666666667,0.9583333333333334,5,1,0,0,5,10,6,3,1,0,0,0,0,0,76.22,0
Bottle up their women and then whore around all day...and you say you are practicing Islam??ok!,0,5.0,0.9375,2,0,0,0,6,8,4,3,1,0,0,1,0,0,80.28,0
Immigrant Families Being Reunited,0,7.5,1.0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,-34.11,0
"Another one of Dreamers has murdered 3 people n Arizona, one of them a baby.#NoDACA #NoAmnesty #BuildTheDamnWall #AmericaFirst",1,6.055555555555555,0.8888888888888888,16,4,0,0,6,5,4,2,1,0,0,0,1,1,62.34,0
"I tell the baddest bitch around.. Hoe you look like Tory Lanez jump shot.""""",0,4.428571428571429,1.0,4,0,0,0,5,3,4,2,0,0,0,2,0,0,106.67,0
The recent US strike in syria in der el zour,0,3.5,0.9,3,0,0,0,0,3,2,3,0,0,1,0,0,0,95.17,0
"People that hate on you that you've done nothing to and don't know you are just jealous of you... Embrace it, you're doing something right",0,4.56,0.92,2,0,0,0,7,14,4,3,0,0,0,0,1,0,84.17,0
don't say it in a curious cat bitch whoever tf you are,1,3.5833333333333335,1.0,0,0,0,0,1,6,3,1,0,0,0,0,0,0,84.68,0
This illegal immigrant should be arrested for lying,1,5.5,1.0,1,0,0,0,0,4,1,2,2,0,0,0,0,0,37.98,0
"I understand, but I think its critical that we not give an inch to leftists who pervert and twist the language to suit their ends. These kids are illegal migrants. PERIOD.",0,4.548387096774194,0.9354838709677419,9,0,0,0,4,16,8,3,0,0,0,0,0,0,72.66,0
I liked a video This Immigrant Left the U.S. To Seek Asylum In Canada And Regrets It (HBO),0,4.055555555555555,1.0,17,0,0,0,4,8,5,3,1,0,0,0,0,0,87.72,0
